Symbol,DATE,CLOSE,Sector
INFY,2020-01-23,784.35,it
POWERGRID,2020-01-23,201.95,power
MARUTI,2020-01-23,7147.1,auto
ONGC,2020-01-23,117.8,oil_refineries
TATASTEEL,2020-01-23,480.25,iron_steel
ASIANPAINT,2020-01-23,1776.1,chemical
HINDUNILVR,2020-01-23,2056.9,personal_care
SUNPHARMA,2020-01-23,449.85,pharmaceuticals
NTPC,2020-01-23,113.5,power
ZEEL,2020-01-23,279.25,media_entmt
COALINDIA,2020-01-23,190.75,mining
ITC,2020-01-23,237.9,other
VEDL,2020-01-23,154.15,mining
EICHERMOT,2020-01-23,20915.75,auto
IOC,2020-01-23,118.35,oil_refineries
DRREDDY,2020-01-23,3038.15,pharmaceuticals
BAJAJFINSV,2020-01-23,9534.2,finance
TITAN,2020-01-23,1204.1,other
TECHM,2020-01-23,768.95,it
ULTRACEMCO,2020-01-23,4526.4,chemical
UPL,2020-01-23,542.2,chemical
M&M,2020-01-23,566.5,auto
HCLTECH,2020-01-23,598.95,it
NESTLEIND,2020-01-23,15548.85,food
WIPRO,2020-01-23,248.7,it
BAJAJ-AUTO,2020-01-23,3065.2,auto
BRITANNIA,2020-01-23,3112.95,food
JSWSTEEL,2020-01-23,266.65,iron_steel
GRASIM,2020-01-23,808.9,other
GAIL,2020-01-23,129.65,oil_refineries
HEROMOTOCO,2020-01-23,2429.75,auto
HINDALCO,2020-01-23,204.6,iron_steel
INFRATEL,2020-01-23,242.2,telecommunications
CIPLA,2020-01-23,465.15,pharmaceuticals
ADANIPORTS,2020-01-23,385.85,infra
RELIANCE,2020-01-22,1533.35,oil_refineries
SBIN,2020-01-22,316.15,banks
ICICIBANK,2020-01-22,522.85,banks
HDFCBANK,2020-01-22,1240.85,banks
BPCL,2020-01-22,455.45,oil_refineries
YESBANK,2020-01-22,38.45,banks
BAJFINANCE,2020-01-22,9547.5,finance
INDUSINDBK,2020-01-22,1327.4,banks
HDFC,2020-01-22,2416.6,finance
TCS,2020-01-22,2206.9,it
AXISBANK,2020-01-22,712.6,banks
LT,2020-01-22,1294.2,infra
TATAMOTORS,2020-01-22,185.6,auto
KOTAKBANK,2020-01-22,1585.5,banks
BHARTIARTL,2020-01-22,514.5,telecommunications
INFY,2020-01-22,770.2,it
POWERGRID,2020-01-22,200.05,power
MARUTI,2020-01-22,7135.6,auto
ONGC,2020-01-22,116.4,oil_refineries
TATASTEEL,2020-01-22,475.05,iron_steel
ASIANPAINT,2020-01-22,1779.25,chemical
HINDUNILVR,2020-01-22,2051.7,personal_care
SUNPHARMA,2020-01-22,446.3,pharmaceuticals
NTPC,2020-01-22,112.15,power
ZEEL,2020-01-22,300.35,media_entmt
COALINDIA,2020-01-22,191.9,mining
ITC,2020-01-22,238.05,other
VEDL,2020-01-22,153.2,mining
EICHERMOT,2020-01-22,21100.0,auto
IOC,2020-01-22,113.65,oil_refineries
DRREDDY,2020-01-22,3062.05,pharmaceuticals
BAJAJFINSV,2020-01-22,9547.5,finance
TITAN,2020-01-22,1177.65,other
TECHM,2020-01-22,778.75,it
ULTRACEMCO,2020-01-22,4476.95,chemical
UPL,2020-01-22,562.95,chemical
M&M,2020-01-22,553.6,auto
HCLTECH,2020-01-22,590.65,it
NESTLEIND,2020-01-22,15548.7,food
WIPRO,2020-01-22,245.85,it
BAJAJ-AUTO,2020-01-22,3076.4,auto
BRITANNIA,2020-01-22,3106.35,food
JSWSTEEL,2020-01-22,265.85,iron_steel
GRASIM,2020-01-22,792.9,other
GAIL,2020-01-22,125.9,oil_refineries
HEROMOTOCO,2020-01-22,2399.05,auto
HINDALCO,2020-01-22,203.6,iron_steel
INFRATEL,2020-01-22,241.0,telecommunications
CIPLA,2020-01-22,471.6,pharmaceuticals
ADANIPORTS,2020-01-22,383.6,infra
RELIANCE,2020-01-21,1533.9,oil_refineries
SBIN,2020-01-21,313.7,banks
ICICIBANK,2020-01-21,531.05,banks
HDFCBANK,2020-01-21,1244.35,banks
BPCL,2020-01-21,463.85,oil_refineries
YESBANK,2020-01-21,38.35,banks
BAJFINANCE,2020-01-21,9534.3,finance
INDUSINDBK,2020-01-21,1336.35,banks
HDFC,2020-01-21,2465.45,finance
TCS,2020-01-21,2171.05,it
AXISBANK,2020-01-21,717.6,banks
LT,2020-01-21,1302.35,infra
TATAMOTORS,2020-01-21,191.4,auto
KOTAKBANK,2020-01-21,1625.1,banks
BHARTIARTL,2020-01-21,511.75,telecommunications
INFY,2020-01-21,762.5,it
POWERGRID,2020-01-21,200.6,power
MARUTI,2020-01-21,7302.65,auto
ONGC,2020-01-21,122.75,oil_refineries
TATASTEEL,2020-01-21,476.15,iron_steel
ASIANPAINT,2020-01-21,1810.75,chemical
HINDUNILVR,2020-01-21,2055.4,personal_care
SUNPHARMA,2020-01-21,447.4,pharmaceuticals
NTPC,2020-01-21,117.15,power
ZEEL,2020-01-21,284.1,media_entmt
COALINDIA,2020-01-21,202.15,mining
ITC,2020-01-21,238.45,other
VEDL,2020-01-21,153.9,mining
EICHERMOT,2020-01-21,21056.55,auto
IOC,2020-01-21,114.8,oil_refineries
DRREDDY,2020-01-21,3060.45,pharmaceuticals
BAJAJFINSV,2020-01-21,9534.3,finance
TITAN,2020-01-21,1176.2,other
TECHM,2020-01-21,778.9,it
ULTRACEMCO,2020-01-21,4483.55,chemical
UPL,2020-01-21,577.7,chemical
M&M,2020-01-21,552.8,auto
HCLTECH,2020-01-21,584.05,it
NESTLEIND,2020-01-21,15280.75,food
WIPRO,2020-01-21,247.1,it
BAJAJ-AUTO,2020-01-21,3097.05,auto
BRITANNIA,2020-01-21,3111.25,food
JSWSTEEL,2020-01-21,267.25,iron_steel
GRASIM,2020-01-21,771.65,other
GAIL,2020-01-21,126.75,oil_refineries
HEROMOTOCO,2020-01-21,2398.7,auto
HINDALCO,2020-01-21,205.15,iron_steel
INFRATEL,2020-01-21,240.5,telecommunications
CIPLA,2020-01-21,473.4,pharmaceuticals
ADANIPORTS,2020-01-21,379.95,infra
RELIANCE,2020-01-20,1532.35,oil_refineries
SBIN,2020-01-20,314.0,banks
ICICIBANK,2020-01-20,534.85,banks
HDFCBANK,2020-01-20,1254.9,banks
BPCL,2020-01-20,457.15,oil_refineries
YESBANK,2020-01-20,38.65,banks
BAJFINANCE,2020-01-20,9572.75,finance
INDUSINDBK,2020-01-20,1331.95,banks
HDFC,2020-01-20,2454.35,finance
TCS,2020-01-20,2170.35,it
AXISBANK,2020-01-20,727.2,banks
LT,2020-01-20,1309.6,infra
TATAMOTORS,2020-01-20,195.0,auto
KOTAKBANK,2020-01-20,1617.9,banks
BHARTIARTL,2020-01-20,508.7,telecommunications
INFY,2020-01-20,768.45,it
POWERGRID,2020-01-20,204.65,power
MARUTI,2020-01-20,7449.6,auto
ONGC,2020-01-20,122.9,oil_refineries
TATASTEEL,2020-01-20,490.65,iron_steel
ASIANPAINT,2020-01-20,1848.75,chemical
HINDUNILVR,2020-01-20,2062.85,personal_care
SUNPHARMA,2020-01-20,449.45,pharmaceuticals
NTPC,2020-01-20,118.25,power
ZEEL,2020-01-20,270.75,media_entmt
COALINDIA,2020-01-20,201.15,mining
ITC,2020-01-20,241.9,other
VEDL,2020-01-20,156.9,mining
EICHERMOT,2020-01-20,21365.1,auto
IOC,2020-01-20,117.5,oil_refineries
DRREDDY,2020-01-20,3059.6,pharmaceuticals
BAJAJFINSV,2020-01-20,9572.75,finance
TITAN,2020-01-20,1187.85,other
TECHM,2020-01-20,778.2,it
ULTRACEMCO,2020-01-20,4467.65,chemical
UPL,2020-01-20,584.6,chemical
M&M,2020-01-20,567.2,auto
HCLTECH,2020-01-20,589.25,it
NESTLEIND,2020-01-20,15417.25,food
WIPRO,2020-01-20,248.0,it
BAJAJ-AUTO,2020-01-20,3103.7,auto
BRITANNIA,2020-01-20,3110.45,food
JSWSTEEL,2020-01-20,271.35,iron_steel
GRASIM,2020-01-20,772.8,other
GAIL,2020-01-20,127.8,oil_refineries
HEROMOTOCO,2020-01-20,2415.6,auto
HINDALCO,2020-01-20,207.3,iron_steel
INFRATEL,2020-01-20,221.85,telecommunications
CIPLA,2020-01-20,480.15,pharmaceuticals
ADANIPORTS,2020-01-20,380.05,infra
RELIANCE,2020-01-17,1581.0,oil_refineries
SBIN,2020-01-17,318.0,banks
ICICIBANK,2020-01-17,532.05,banks
HDFCBANK,2020-01-17,1278.15,banks
BPCL,2020-01-17,453.9,oil_refineries
YESBANK,2020-01-17,39.25,banks
BAJFINANCE,2020-01-17,9715.0,finance
INDUSINDBK,2020-01-17,1352.25,banks
HDFC,2020-01-17,2453.95,finance
TCS,2020-01-17,2219.1,it
AXISBANK,2020-01-17,739.9,banks
LT,2020-01-17,1304.2,infra
TATAMOTORS,2020-01-17,197.3,auto
KOTAKBANK,2020-01-17,1698.1,banks
BHARTIARTL,2020-01-17,500.05,telecommunications
INFY,2020-01-17,767.85,it
POWERGRID,2020-01-17,197.4,power
MARUTI,2020-01-17,7520.15,auto
ONGC,2020-01-17,125.4,oil_refineries
TATASTEEL,2020-01-17,495.25,iron_steel
ASIANPAINT,2020-01-17,1830.05,chemical
HINDUNILVR,2020-01-17,2060.3,personal_care
SUNPHARMA,2020-01-17,454.6,pharmaceuticals
NTPC,2020-01-17,121.2,power
ZEEL,2020-01-17,281.7,media_entmt
COALINDIA,2020-01-17,207.9,mining
ITC,2020-01-17,239.95,other
VEDL,2020-01-17,159.5,mining
EICHERMOT,2020-01-17,21292.2,auto
IOC,2020-01-17,122.65,oil_refineries
DRREDDY,2020-01-17,3034.35,pharmaceuticals
BAJAJFINSV,2020-01-17,9715.0,finance
TITAN,2020-01-17,1188.75,other
TECHM,2020-01-17,778.45,it
ULTRACEMCO,2020-01-17,4486.75,chemical
UPL,2020-01-17,589.25,chemical
M&M,2020-01-17,569.3,auto
HCLTECH,2020-01-17,598.8,it
NESTLEIND,2020-01-17,15439.45,food
WIPRO,2020-01-17,251.1,it
BAJAJ-AUTO,2020-01-17,3118.1,auto
BRITANNIA,2020-01-17,3124.45,food
JSWSTEEL,2020-01-17,273.35,iron_steel
GRASIM,2020-01-17,768.25,other
GAIL,2020-01-17,126.35,oil_refineries
HEROMOTOCO,2020-01-17,2454.0,auto
HINDALCO,2020-01-17,210.05,iron_steel
INFRATEL,2020-01-17,218.25,telecommunications
CIPLA,2020-01-17,480.3,pharmaceuticals
ADANIPORTS,2020-01-17,387.6,infra
RELIANCE,2020-01-16,1537.9,oil_refineries
SBIN,2020-01-16,323.3,banks
ICICIBANK,2020-01-16,537.15,banks
HDFCBANK,2020-01-16,1287.65,banks
BPCL,2020-01-16,461.8,oil_refineries
YESBANK,2020-01-16,39.95,banks
BAJFINANCE,2020-01-16,9622.15,finance
INDUSINDBK,2020-01-16,1386.45,banks
HDFC,2020-01-16,2482.1,finance
TCS,2020-01-16,2238.8,it
AXISBANK,2020-01-16,737.3,banks
LT,2020-01-16,1319.3,infra
TATAMOTORS,2020-01-16,197.55,auto
KOTAKBANK,2020-01-16,1701.55,banks
BHARTIARTL,2020-01-16,473.9,telecommunications
INFY,2020-01-16,767.0,it
POWERGRID,2020-01-16,196.45,power
MARUTI,2020-01-16,7462.65,auto
ONGC,2020-01-16,124.5,oil_refineries
TATASTEEL,2020-01-16,494.4,iron_steel
ASIANPAINT,2020-01-16,1835.15,chemical
HINDUNILVR,2020-01-16,2049.25,personal_care
SUNPHARMA,2020-01-16,449.05,pharmaceuticals
NTPC,2020-01-16,121.45,power
ZEEL,2020-01-16,279.7,media_entmt
COALINDIA,2020-01-16,210.25,mining
ITC,2020-01-16,240.75,other
VEDL,2020-01-16,162.25,mining
EICHERMOT,2020-01-16,21536.25,auto
IOC,2020-01-16,124.15,oil_refineries
DRREDDY,2020-01-16,2937.45,pharmaceuticals
BAJAJFINSV,2020-01-16,9622.15,finance
TITAN,2020-01-16,1192.9,other
TECHM,2020-01-16,782.85,it
ULTRACEMCO,2020-01-16,4472.35,chemical
UPL,2020-01-16,588.1,chemical
M&M,2020-01-16,567.45,auto
HCLTECH,2020-01-16,593.25,it
NESTLEIND,2020-01-16,15354.9,food
WIPRO,2020-01-16,250.45,it
BAJAJ-AUTO,2020-01-16,3112.1,auto
BRITANNIA,2020-01-16,3150.25,food
JSWSTEEL,2020-01-16,277.45,iron_steel
GRASIM,2020-01-16,756.05,other
GAIL,2020-01-16,128.75,oil_refineries
HEROMOTOCO,2020-01-16,2434.5,auto
HINDALCO,2020-01-16,209.65,iron_steel
INFRATEL,2020-01-16,243.05,telecommunications
CIPLA,2020-01-16,480.25,pharmaceuticals
ADANIPORTS,2020-01-16,390.95,infra
RELIANCE,2020-01-15,1523.85,oil_refineries
SBIN,2020-01-15,324.25,banks
ICICIBANK,2020-01-15,535.6,banks
HDFCBANK,2020-01-15,1284.25,banks
BPCL,2020-01-15,467.95,oil_refineries
YESBANK,2020-01-15,39.75,banks
BAJFINANCE,2020-01-15,9589.15,finance
INDUSINDBK,2020-01-15,1400.5,banks
HDFC,2020-01-15,2488.6,finance
TCS,2020-01-15,2226.9,it
AXISBANK,2020-01-15,746.3,banks
LT,2020-01-15,1323.6,infra
TATAMOTORS,2020-01-15,200.35,auto
KOTAKBANK,2020-01-15,1675.6,banks
BHARTIARTL,2020-01-15,467.85,telecommunications
INFY,2020-01-15,767.55,it
POWERGRID,2020-01-15,194.25,power
MARUTI,2020-01-15,7482.95,auto
ONGC,2020-01-15,124.65,oil_refineries
TATASTEEL,2020-01-15,502.1,iron_steel
ASIANPAINT,2020-01-15,1842.25,chemical
HINDUNILVR,2020-01-15,2021.65,personal_care
SUNPHARMA,2020-01-15,449.05,pharmaceuticals
NTPC,2020-01-15,123.85,power
ZEEL,2020-01-15,272.8,media_entmt
COALINDIA,2020-01-15,212.45,mining
ITC,2020-01-15,242.4,other
VEDL,2020-01-15,164.65,mining
EICHERMOT,2020-01-15,20624.8,auto
IOC,2020-01-15,125.7,oil_refineries
DRREDDY,2020-01-15,2918.65,pharmaceuticals
BAJAJFINSV,2020-01-15,9589.15,finance
TITAN,2020-01-15,1184.85,other
TECHM,2020-01-15,795.15,it
ULTRACEMCO,2020-01-15,4506.5,chemical
UPL,2020-01-15,585.8,chemical
M&M,2020-01-15,569.75,auto
HCLTECH,2020-01-15,595.75,it
NESTLEIND,2020-01-15,14860.2,food
WIPRO,2020-01-15,248.25,it
BAJAJ-AUTO,2020-01-15,3123.55,auto
BRITANNIA,2020-01-15,3114.2,food
JSWSTEEL,2020-01-15,282.5,iron_steel
GRASIM,2020-01-15,766.4,other
GAIL,2020-01-15,131.65,oil_refineries
HEROMOTOCO,2020-01-15,2476.3,auto
HINDALCO,2020-01-15,213.65,iron_steel
INFRATEL,2020-01-15,247.05,telecommunications
CIPLA,2020-01-15,484.0,pharmaceuticals
ADANIPORTS,2020-01-15,390.8,infra
RELIANCE,2020-01-14,1529.4,oil_refineries
SBIN,2020-01-14,328.0,banks
ICICIBANK,2020-01-14,537.6,banks
HDFCBANK,2020-01-14,1289.5,banks
BPCL,2020-01-14,473.35,oil_refineries
YESBANK,2020-01-14,38.55,banks
BAJFINANCE,2020-01-14,9554.85,finance
INDUSINDBK,2020-01-14,1481.65,banks
HDFC,2020-01-14,2492.3,finance
TCS,2020-01-14,2206.9,it
AXISBANK,2020-01-14,747.9,banks
LT,2020-01-14,1326.1,infra
TATAMOTORS,2020-01-14,195.85,auto
KOTAKBANK,2020-01-14,1676.8,banks
BHARTIARTL,2020-01-14,469.35,telecommunications
INFY,2020-01-14,775.65,it
POWERGRID,2020-01-14,195.25,power
MARUTI,2020-01-14,7386.8,auto
ONGC,2020-01-14,125.05,oil_refineries
TATASTEEL,2020-01-14,498.6,iron_steel
ASIANPAINT,2020-01-14,1819.15,chemical
HINDUNILVR,2020-01-14,2008.8,personal_care
SUNPHARMA,2020-01-14,446.0,pharmaceuticals
NTPC,2020-01-14,123.5,power
ZEEL,2020-01-14,269.55,media_entmt
COALINDIA,2020-01-14,212.95,mining
ITC,2020-01-14,243.25,other
VEDL,2020-01-14,165.0,mining
EICHERMOT,2020-01-14,20489.7,auto
IOC,2020-01-14,126.9,oil_refineries
DRREDDY,2020-01-14,2947.8,pharmaceuticals
BAJAJFINSV,2020-01-14,9554.85,finance
TITAN,2020-01-14,1167.1,other
TECHM,2020-01-14,796.25,it
ULTRACEMCO,2020-01-14,4483.3,chemical
UPL,2020-01-14,583.55,chemical
M&M,2020-01-14,562.5,auto
HCLTECH,2020-01-14,594.3,it
NESTLEIND,2020-01-14,14868.6,food
WIPRO,2020-01-14,257.2,it
BAJAJ-AUTO,2020-01-14,3101.6,auto
BRITANNIA,2020-01-14,3105.15,food
JSWSTEEL,2020-01-14,280.9,iron_steel
GRASIM,2020-01-14,759.9,other
GAIL,2020-01-14,130.05,oil_refineries
HEROMOTOCO,2020-01-14,2411.4,auto
HINDALCO,2020-01-14,211.95,iron_steel
INFRATEL,2020-01-14,247.9,telecommunications
CIPLA,2020-01-14,484.25,pharmaceuticals
ADANIPORTS,2020-01-14,389.2,infra
RELIANCE,2020-01-13,1543.7,oil_refineries
SBIN,2020-01-13,330.75,banks
ICICIBANK,2020-01-13,538.6,banks
HDFCBANK,2020-01-13,1286.0,banks
BPCL,2020-01-13,470.75,oil_refineries
YESBANK,2020-01-13,42.1,banks
BAJFINANCE,2020-01-13,9455.25,finance
INDUSINDBK,2020-01-13,1539.65,banks
HDFC,2020-01-13,2462.55,finance
TCS,2020-01-13,2190.35,it
AXISBANK,2020-01-13,737.4,banks
LT,2020-01-13,1334.7,infra
TATAMOTORS,2020-01-13,196.25,auto
KOTAKBANK,2020-01-13,1691.1,banks
BHARTIARTL,2020-01-13,468.9,telecommunications
INFY,2020-01-13,773.55,it
POWERGRID,2020-01-13,194.8,power
MARUTI,2020-01-13,7352.7,auto
ONGC,2020-01-13,125.45,oil_refineries
TATASTEEL,2020-01-13,495.75,iron_steel
ASIANPAINT,2020-01-13,1804.9,chemical
HINDUNILVR,2020-01-13,1994.85,personal_care
SUNPHARMA,2020-01-13,444.6,pharmaceuticals
NTPC,2020-01-13,121.75,power
ZEEL,2020-01-13,265.1,media_entmt
COALINDIA,2020-01-13,211.55,mining
ITC,2020-01-13,239.25,other
VEDL,2020-01-13,160.45,mining
EICHERMOT,2020-01-13,20280.0,auto
IOC,2020-01-13,126.95,oil_refineries
DRREDDY,2020-01-13,2954.7,pharmaceuticals
BAJAJFINSV,2020-01-13,9455.25,finance
TITAN,2020-01-13,1158.95,other
TECHM,2020-01-13,785.85,it
ULTRACEMCO,2020-01-13,4468.7,chemical
UPL,2020-01-13,591.95,chemical
M&M,2020-01-13,554.95,auto
HCLTECH,2020-01-13,586.5,it
NESTLEIND,2020-01-13,14658.25,food
WIPRO,2020-01-13,254.8,it
BAJAJ-AUTO,2020-01-13,3094.05,auto
BRITANNIA,2020-01-13,3045.1,food
JSWSTEEL,2020-01-13,278.6,iron_steel
GRASIM,2020-01-13,759.6,other
GAIL,2020-01-13,128.9,oil_refineries
HEROMOTOCO,2020-01-13,2366.75,auto
HINDALCO,2020-01-13,211.2,iron_steel
INFRATEL,2020-01-13,246.45,telecommunications
CIPLA,2020-01-13,477.65,pharmaceuticals
ADANIPORTS,2020-01-13,390.35,infra
RELIANCE,2020-01-10,1547.65,oil_refineries
SBIN,2020-01-10,332.25,banks
ICICIBANK,2020-01-10,540.25,banks
HDFCBANK,2020-01-10,1282.7,banks
BPCL,2020-01-10,470.25,oil_refineries
YESBANK,2020-01-10,44.75,banks
BAJFINANCE,2020-01-10,9372.25,finance
INDUSINDBK,2020-01-10,1491.25,banks
HDFC,2020-01-10,2457.55,finance
TCS,2020-01-10,2213.55,it
AXISBANK,2020-01-10,740.05,banks
LT,2020-01-10,1324.6,infra
TATAMOTORS,2020-01-10,196.35,auto
KOTAKBANK,2020-01-10,1684.7,banks
BHARTIARTL,2020-01-10,457.0,telecommunications
INFY,2020-01-10,738.15,it
POWERGRID,2020-01-10,192.15,power
MARUTI,2020-01-10,7330.5,auto
ONGC,2020-01-10,124.15,oil_refineries
TATASTEEL,2020-01-10,486.2,iron_steel
ASIANPAINT,2020-01-10,1792.55,chemical
HINDUNILVR,2020-01-10,1954.0,personal_care
SUNPHARMA,2020-01-10,443.6,pharmaceuticals
NTPC,2020-01-10,120.3,power
ZEEL,2020-01-10,263.0,media_entmt
COALINDIA,2020-01-10,205.3,mining
ITC,2020-01-10,238.0,other
VEDL,2020-01-10,159.95,mining
EICHERMOT,2020-01-10,20432.75,auto
IOC,2020-01-10,125.45,oil_refineries
DRREDDY,2020-01-10,2933.0,pharmaceuticals
BAJAJFINSV,2020-01-10,9372.25,finance
TITAN,2020-01-10,1154.05,other
TECHM,2020-01-10,776.25,it
ULTRACEMCO,2020-01-10,4444.6,chemical
UPL,2020-01-10,600.3,chemical
M&M,2020-01-10,546.6,auto
HCLTECH,2020-01-10,580.35,it
NESTLEIND,2020-01-10,14685.85,food
WIPRO,2020-01-10,251.75,it
BAJAJ-AUTO,2020-01-10,3101.2,auto
BRITANNIA,2020-01-10,2989.75,food
JSWSTEEL,2020-01-10,277.9,iron_steel
GRASIM,2020-01-10,756.25,other
GAIL,2020-01-10,125.35,oil_refineries
HEROMOTOCO,2020-01-10,2363.45,auto
HINDALCO,2020-01-10,211.5,iron_steel
INFRATEL,2020-01-10,249.45,telecommunications
CIPLA,2020-01-10,473.5,pharmaceuticals
ADANIPORTS,2020-01-10,392.05,infra
RELIANCE,2020-01-09,1548.0,oil_refineries
SBIN,2020-01-09,330.2,banks
ICICIBANK,2020-01-09,546.3,banks
HDFCBANK,2020-01-09,1271.4,banks
BPCL,2020-01-09,470.55,oil_refineries
YESBANK,2020-01-09,47.3,banks
BAJFINANCE,2020-01-09,9395.25,finance
INDUSINDBK,2020-01-09,1507.65,banks
HDFC,2020-01-09,2457.4,finance
TCS,2020-01-09,2214.35,it
AXISBANK,2020-01-09,742.85,banks
LT,2020-01-09,1316.15,infra
TATAMOTORS,2020-01-09,192.0,auto
KOTAKBANK,2020-01-09,1665.05,banks
BHARTIARTL,2020-01-09,460.1,telecommunications
INFY,2020-01-09,727.55,it
POWERGRID,2020-01-09,192.95,power
MARUTI,2020-01-09,7227.9,auto
ONGC,2020-01-09,123.7,oil_refineries
TATASTEEL,2020-01-09,483.15,iron_steel
ASIANPAINT,2020-01-09,1772.55,chemical
HINDUNILVR,2020-01-09,1935.05,personal_care
SUNPHARMA,2020-01-09,439.85,pharmaceuticals
NTPC,2020-01-09,119.35,power
ZEEL,2020-01-09,272.05,media_entmt
COALINDIA,2020-01-09,198.0,mining
ITC,2020-01-09,235.8,other
VEDL,2020-01-09,158.15,mining
EICHERMOT,2020-01-09,20328.9,auto
IOC,2020-01-09,124.5,oil_refineries
DRREDDY,2020-01-09,2920.5,pharmaceuticals
BAJAJFINSV,2020-01-09,9395.25,finance
TITAN,2020-01-09,1163.45,other
TECHM,2020-01-09,773.65,it
ULTRACEMCO,2020-01-09,4388.0,chemical
UPL,2020-01-09,604.55,chemical
M&M,2020-01-09,541.25,auto
HCLTECH,2020-01-09,580.3,it
NESTLEIND,2020-01-09,14643.45,food
WIPRO,2020-01-09,253.65,it
BAJAJ-AUTO,2020-01-09,3085.7,auto
BRITANNIA,2020-01-09,3001.1,food
JSWSTEEL,2020-01-09,278.1,iron_steel
GRASIM,2020-01-09,757.3,other
GAIL,2020-01-09,123.7,oil_refineries
HEROMOTOCO,2020-01-09,2354.55,auto
HINDALCO,2020-01-09,210.75,iron_steel
INFRATEL,2020-01-09,250.6,telecommunications
CIPLA,2020-01-09,470.1,pharmaceuticals
ADANIPORTS,2020-01-09,391.8,infra
RELIANCE,2020-01-08,1513.15,oil_refineries
SBIN,2020-01-08,319.8,banks
ICICIBANK,2020-01-08,525.95,banks
HDFCBANK,2020-01-08,1257.3,banks
BPCL,2020-01-08,459.9,oil_refineries
YESBANK,2020-01-08,46.05,banks
BAJFINANCE,2020-01-08,9145.5,finance
INDUSINDBK,2020-01-08,1458.6,banks
HDFC,2020-01-08,2406.15,finance
TCS,2020-01-08,2255.25,it
AXISBANK,2020-01-08,724.5,banks
LT,2020-01-08,1291.55,infra
TATAMOTORS,2020-01-08,182.55,auto
KOTAKBANK,2020-01-08,1654.85,banks
BHARTIARTL,2020-01-08,458.85,telecommunications
INFY,2020-01-08,718.2,it
POWERGRID,2020-01-08,190.55,power
MARUTI,2020-01-08,7035.2,auto
ONGC,2020-01-08,123.45,oil_refineries
TATASTEEL,2020-01-08,475.25,iron_steel
ASIANPAINT,2020-01-08,1728.8,chemical
HINDUNILVR,2020-01-08,1929.35,personal_care
SUNPHARMA,2020-01-08,440.1,pharmaceuticals
NTPC,2020-01-08,119.95,power
ZEEL,2020-01-08,264.45,media_entmt
COALINDIA,2020-01-08,200.2,mining
ITC,2020-01-08,234.2,other
VEDL,2020-01-08,157.35,mining
EICHERMOT,2020-01-08,19892.2,auto
IOC,2020-01-08,121.85,oil_refineries
DRREDDY,2020-01-08,2897.25,pharmaceuticals
BAJAJFINSV,2020-01-08,9145.5,finance
TITAN,2020-01-08,1143.3,other
TECHM,2020-01-08,769.8,it
ULTRACEMCO,2020-01-08,4318.95,chemical
UPL,2020-01-08,600.85,chemical
M&M,2020-01-08,524.65,auto
HCLTECH,2020-01-08,585.75,it
NESTLEIND,2020-01-08,14391.25,food
WIPRO,2020-01-08,254.8,it
BAJAJ-AUTO,2020-01-08,3059.25,auto
BRITANNIA,2020-01-08,3023.6,food
JSWSTEEL,2020-01-08,262.5,iron_steel
GRASIM,2020-01-08,742.65,other
GAIL,2020-01-08,123.9,oil_refineries
HEROMOTOCO,2020-01-08,2317.55,auto
HINDALCO,2020-01-08,207.4,iron_steel
INFRATEL,2020-01-08,236.3,telecommunications
CIPLA,2020-01-08,464.75,pharmaceuticals
ADANIPORTS,2020-01-08,385.65,infra
RELIANCE,2020-01-07,1524.6,oil_refineries
SBIN,2020-01-07,318.4,banks
ICICIBANK,2020-01-07,522.9,banks
HDFCBANK,2020-01-07,1260.6,banks
BPCL,2020-01-07,461.0,oil_refineries
YESBANK,2020-01-07,45.05,banks
BAJFINANCE,2020-01-07,9095.65,finance
INDUSINDBK,2020-01-07,1461.65,banks
HDFC,2020-01-07,2415.05,finance
TCS,2020-01-07,2205.85,it
AXISBANK,2020-01-07,725.75,banks
LT,2020-01-07,1320.5,infra
TATAMOTORS,2020-01-07,184.7,auto
KOTAKBANK,2020-01-07,1670.85,banks
BHARTIARTL,2020-01-07,445.1,telecommunications
INFY,2020-01-07,727.9,it
POWERGRID,2020-01-07,191.7,power
MARUTI,2020-01-07,7073.6,auto
ONGC,2020-01-07,125.75,oil_refineries
TATASTEEL,2020-01-07,476.1,iron_steel
ASIANPAINT,2020-01-07,1724.4,chemical
HINDUNILVR,2020-01-07,1920.7,personal_care
SUNPHARMA,2020-01-07,446.4,pharmaceuticals
NTPC,2020-01-07,120.55,power
ZEEL,2020-01-07,267.75,media_entmt
COALINDIA,2020-01-07,205.7,mining
ITC,2020-01-07,235.35,other
VEDL,2020-01-07,156.0,mining
EICHERMOT,2020-01-07,20803.8,auto
IOC,2020-01-07,124.55,oil_refineries
DRREDDY,2020-01-07,2884.2,pharmaceuticals
BAJAJFINSV,2020-01-07,9095.65,finance
TITAN,2020-01-07,1159.95,other
TECHM,2020-01-07,777.1,it
ULTRACEMCO,2020-01-07,4242.1,chemical
UPL,2020-01-07,595.05,chemical
M&M,2020-01-07,526.65,auto
HCLTECH,2020-01-07,584.25,it
NESTLEIND,2020-01-07,14290.75,food
WIPRO,2020-01-07,255.2,it
BAJAJ-AUTO,2020-01-07,3037.95,auto
BRITANNIA,2020-01-07,3036.6,food
JSWSTEEL,2020-01-07,265.25,iron_steel
